Winner_Name, Winner_Items, HP_Remaining, Opponent_Name, Opponent_Items
Lysander Mortimer,Leather Boots,7,Cassius Pendragon,Sword
Aurelia Ashbourne,Sword,3,Maximus Addington,Shield
Eloise Westbury,Sword,7,Ariadne Donovan,Leather Boots
Isadora Kingsley,Shield,14,Corin Sheffield,Leather Boots
Junia Chadwell,Leather Boots,19,Galen Somerset,Shield
Isolde Marston,Shield,10,Beatrice Fitzgerald,Leather Boots
Ginevra Gresham,Leather Boots,6,Elaine Bellingham,Sword
Galen Stratford,Sword,3,Augustus Stratford,Shield
Gwendolyn Barlow,Leather Boots,3,Evangeline Fairfax,Sword
Briallen Warwick,Shield,8,Quintus Chadwell,Sword
Clementine Winchester,Leather Boots,1,Thaddeus Chatham,Sword
Cassius Merrick,Sword,7,Lucian Winthrop,Leather Boots
Cassia Hawthorne,Sword,7,Rosalind Whitaker,Shield
Helena Thornton,Shield,3,Leon Pendleton,Sword
Augustus Cromwell,Shield,2,Lavinia Hampton,Leather Boots
Caius Beauchamp,Leather Boots,11,Beatrice Ellis,Sword
Cressida Stratton,Sword,1,Rosamund Holloway,Leather Boots
Corbin Kingsley,Sword,9,Cornelius Hartley,Leather Boots
Aurelia Fitzgerald,Sword,24,Guinevere Hazelmere,Leather Boots
Octavius Chatham,Sword,1,Lysandra Hastings,Shield
Gwendolyn Merrick,Shield,1,Percival Chaucer,Leather Boots
Guinevere Windsor,Sword,11,Briallen Blackwell,Shield
Seraphina Langford,Shield,12,Caius Winslow,Leather Boots
Briallen Monroe,Leather Boots,9,Evangeline Hampton,Sword
Leocadia Hollingsworth,Sword,4,Orlando Chamberlain,Shield
Isolde Ellis,Sword,6,Gwendolyn Stanhope,Leather Boots
Guinevere Pendleton,Leather Boots,22,Briallen Hawthorne,Shield
Titania Hastings,Shield,15,Caius Devereux,Sword
Benedict Westminster,Shield,11,Morgana Harrington,Leather Boots
Lysander Bramblecroft,Shield,12,Corbin Pendragon,Leather Boots
Elaine Wellington,Sword,1,Lucinda Clayton,Leather Boots
Augustus Harrow,Leather Boots,26,Evangeline Whitfield,Shield
Leon Sinclair,Leather Boots,12,Orlando Thornton,Sword
Rowena Redmond,Shield,15,Cassius Beauchamp,Leather Boots
Rosalind Whitmore,Leather Boots,17,Beatrice Harper,Shield
Seraphina Stanhope,Sword,5,Aurelia Standish,Leather Boots
Orlando Monroe,Shield,14,Tiberius Bradford,Sword
Junia Blackwood,Shield,1,Julius Covington,Leather Boots
Aveline Westbury,Shield,5,Octavius Manning,Leather Boots
Corin Redmond,Shield,11,Cordelia Ashbourne,Leather Boots
Clementine Witherspoon,Shield,11,Lucius Hawthorne,Leather Boots
Perseus Holloway,Leather Boots,14,Eleanor Blackburn,Shield
Cordelia Blackwood,Leather Boots,9,Aurelian Gresham,Shield
Cyprian Merrick,Sword,6,Percival Davenport,Shield
Euphemia Stratton,Leather Boots,31,Valentin Hampton,Sword
Junia Faraday,Sword,16,Lucinda Holloway,Shield
Isolde Withers,Leather Boots,22,Leocadia Sheffield,Shield
Severus Carlyle,Sword,21,Cassian Addington,Leather Boots
Lysander Marlowe,Sword,7,Isolde Withers,Leather Boots
Helena Harper,Sword,28,Corbin Redmond,Shield
Isadora Westbury,Sword,9,Cassius Blackwell,Shield
Aurelia Hollingsworth,Shield,4,Maximus Addington,Leather Boots
Septimus Bannister,Shield,10,Hadrian Harrington,Sword
Remus Blackwood,Shield,2,Cyprian Hazelmere,Leather Boots
Titania Marston,Sword,9,Titus Cromwell,Leather Boots
Seraphina Pendragon,Leather Boots,2,Cyprian Dunstable,Shield
Ambrose Carlyle,Shield,3,Guinevere Marston,Leather Boots
Ariadne Devereux,Leather Boots,12,Junia Ashbourne,Sword
Aurelian Fitzgerald,Sword,7,Cyprian Wellford,Leather Boots
Elara Wycliffe,Sword,7,Titania Wycliffe,Leather Boots
Rosalind Sanderson,Sword,5,Helena Lancaster,Leather Boots
Octavius Bannister,Shield,2,Cyprian Fitzgerald,Leather Boots
Aurelie Last Name,Sword,26,Rowena Hartley,Shield
Aurelie Wellford,Sword,5,Constantine Dunstan,Shield
Cyprian Wentworth,Shield,12,Lucinda Blackwood,Leather Boots
Thaddeus Carlton,Leather Boots,1,Aurelie Montgomery,Shield
Gawain Ellis,Leather Boots,7,Caius Llewellyn,Sword
Lancelot Monroe,Leather Boots,6,Ginevra Ellis,Shield
Cassius Langdon,Shield,17,Elowen Lancaster,Sword
Valentin Lancaster,Sword,9,Septimus Chamberlain,Leather Boots
Cyprian Drake,Shield,7,Lysander Holloway,Leather Boots
Artemis Arundel,Sword,18,Rosamund Whitaker,Leather Boots
Cassius Redcliffe,Leather Boots,8,Marcus Huntington,Shield
Hadrian Whitaker,Shield,17,Lancelot Chaucer,Leather Boots
Eleanor Pendragon,Shield,9,Perseus Bannister,Leather Boots
Marcus Pendleton,Sword,1,Caius Winslow,Shield
Lancelot Bannister,Leather Boots,7,Augustus Monroe,Shield
Euphemia Bellingham,Sword,7,Isolde Sheffield,Leather Boots
Briallen Wellford,Leather Boots,14,Isadora Stanhope,Sword
Galen Forrester,Leather Boots,2,Leander Llewellyn,Shield
Leon Stratford,Sword,6,Evangeline Wycliffe,Leather Boots
Gaius Langley,Sword,8,Leon Hawthorne,Shield
Aurelia Harrow,Shield,3,Theron Harper,Sword
Quintus Chadwick,Sword,20,Lucian Addington,Shield
Perseus Monroe,Leather Boots,3,Briallen Fitzgerald,Sword
Isolde Sinclair,Sword,7,Titus Huntington,Shield
Briallen Barlow,Shield,6,Aurelia Huntington,Leather Boots
Valerius Chaucer,Sword,11,Cyprian Mortimer,Shield
Arabella Huntington,Shield,12,Aveline Monroe,Sword
Hadrian Covington,Leather Boots,20,Amara Langford,Shield
Augustus Wellford,Leather Boots,5,Rosamund Whitmore,Sword
Guinevere Carlyle,Shield,16,Theron Whitmore,Leather Boots
Ambrose Blackwell,Leather Boots,2,Octavius Chaucer,Sword
Helena Marlowe,Sword,2,Cressida Last Name,Leather Boots
Rosalind Bradbury,Sword,9,Carl Marston,Shield
Remus Channing,Sword,11,Gaius Fitzgerald,Leather Boots
Cedric Marlowe,Sword,8,Cedric Chadwell,Leather Boots
Carl Dunstable,Leather Boots,8,Rosalind Hollingsworth,Sword
Benedict Huntington,Shield,11,Lucian Carlyle,Sword
Junia Dunstan,Shield,5,Arabella Kingsley,Leather Boots
Percival Standish,Leather Boots,16,Amara Langford,Sword
Lysander Ellis,Sword,12,Cordelia Hartley,Shield
Evangeline Fitzwilliam,Leather Boots,6,Isolde Dunstable,Shield
Carl Stratford,Leather Boots,7,Lavinia Channing,Sword
Gaius Merrick,Shield,1,Lavinia Rutherford,Leather Boots
Amara Sheffield,Leather Boots,10,Aurelia Chadwell,Sword
Lucinda Hazelmere,Leather Boots,8,Valentin Blackwell,Sword
Cyprian Chatham,Shield,19,Valerius Withers,Sword
Remus Harrow,Leather Boots,10,Artemis Westminster,Sword
Isolde Westminster,Leather Boots,19,Rosamund Winchester,Shield
Valentin Sinclair,Leather Boots,16,Morgana Witherspoon,Sword
Guinevere Marston,Leather Boots,18,Perseus Rutherford,Sword
Isolde Addington,Shield,7,Cassius Last Name,Leather Boots
Theron Monroe,Leather Boots,5,Elara Barlow,Sword
Lucian Cromwell,Sword,6,Isolde Harrington,Shield
Aurelian Sinclair,Shield,13,Cordelia Blackwood,Leather Boots
Isolde Channing,Shield,12,Lancelot Wentworth,Leather Boots
Morgana Westminster,Leather Boots,10,Hadrian Carlisle,Sword
Giselle Marston,Sword,4,Septimus Westbury,Shield
Perseus Chadwell,Leather Boots,2,Ambrose Chaucer,Shield
Tiberius Clayton,Sword,4,Remus Bradbury,Leather Boots
Guinevere Carlton,Shield,12,Marcus Chaucer,Sword
Cyprian Chadwell,Leather Boots,6,Isolde Pembroke,Shield
Junia Llewellyn,Leather Boots,10,Rowena Wycliffe,Sword
Hadrian Merrick,Sword,6,Tiberius Winchester,Leather Boots
Leon Chatham,Leather Boots,26,Rowan Hartley,Shield
Eleanor Whitmore,Shield,11,Gwendolyn Dunstan,Leather Boots
Caius Fairfax,Sword,7,Isolde Bellingham,Leather Boots
Evangeline Forrester,Leather Boots,18,Cyprian Pendleton,Sword
Beatrice Witherspoon,Shield,1,Elaine Stanhope,Leather Boots
Cyprian Harrington,Sword,8,Septimus Fairfax,Shield
Elowen Fitzgerald,Leather Boots,6,Cassius Beaumont,Sword
Carl Chaucer,Shield,4,Octavian Barlow,Sword
Lucian Redcliffe,Sword,7,Briallen Addington,Leather Boots
Cassian Thornton,Sword,25,Helena Last Name,Shield
Lysander Fitzwilliam,Leather Boots,10,Seraphina Monroe,Sword
Augustus Lancaster,Sword,18,Cassius Clifford,Leather Boots
Augustus Langley,Leather Boots,6,Aurelian Manning,Shield
Rosamund Hollingsworth,Sword,1,Orlando Addington,Shield
Hadrian Wycliffe,Sword,13,Cassian Dunstan,Leather Boots
Elaine Merrick,Sword,5,Marcus Warwick,Shield
Helena Sheffield,Shield,7,Tiberius Sinclair,Leather Boots
Eloise Westcott,Shield,19,Cassian Hastings,Leather Boots
Elaine Covington,Leather Boots,9,Aurelian Gresham,Shield
Hadrian Llewellyn,Leather Boots,10,Octavius Westminster,Shield
Titania Pendragon,Shield,8,Cassius Lancaster,Sword
Tiberius Forrester,Sword,11,Tiberius Stratton,Leather Boots
Julius Whitmore,Shield,4,Arabella Huntington,Sword
Maximus Stanhope,Shield,4,Octavian Hawthorne,Leather Boots
Daphne Redmond,Leather Boots,14,Cordelia Hazelmere,Shield
Rowan Winchester,Leather Boots,16,Cressida Davenport,Shield
Artemis Chadwell,Leather Boots,19,Althea Hollingsworth,Shield
Cassius Huntington,Shield,6,Guinevere Donovan,Leather Boots
Gwendolyn Clayton,Shield,11,Leander Meriwether,Sword
Aurelius Carleton,Shield,9,Severus Donovan,Sword
Lavinia Devereux,Sword,7,Clementine Kingsley,Shield
Orlando Redcliffe,Shield,12,Remus Hartley,Sword
Lavinia Clifford,Leather Boots,4,Aurelius Fitzgerald,Sword
Cordelia Drake,Shield,8,Tiberius Redcliffe,Leather Boots
Gwendolyn Marston,Sword,7,Eloise Stanhope,Shield
Guinevere Marlowe,Leather Boots,19,Perseus Claybourne,Sword
Rowan Clifford,Sword,7,Rowena Montgomery,Shield
Cassius Dunstan,Sword,8,Lucian Forrester,Leather Boots
Rosamund Davenport,Sword,10,Guinevere Last Name,Shield
Beatrice Ellis,Sword,1,Marcus Monroe,Leather Boots
Lyra Devereux,Leather Boots,16,Corbin Farleigh,Shield
Giselle Windsor,Leather Boots,2,Rowan Harrington,Shield
Constantine Meriwether,Leather Boots,15,Ginevra Carlisle,Shield
Guinevere Hazelmere,Leather Boots,3,Artemis Stanhope,Shield
Corin Pendleton,Sword,13,Cedric Holloway,Shield
Corin Bramblecroft,Sword,5,Arabella Wentworth,Leather Boots
Lancelot Langdon,Sword,2,Evangeline Wellford,Leather Boots
Cyprian Blackburn,Sword,17,Titus Chamberlain,Leather Boots
Gaius Westbury,Shield,2,Leon Addington,Leather Boots
Thaddeus Mortimer,Shield,12,Cedric Montgomery,Leather Boots
Marcellus Huntington,Sword,3,Octavius Langford,Shield
Augustus Montgomery,Leather Boots,4,Isolde Chatham,Sword
Cassian Carlton,Shield,5,Amara Stratford,Sword
Caius Forrester,Leather Boots,9,Octavius Chatham,Shield
Septimus Devereux,Sword,1,Carl Wellington,Shield
Cordelia Holloway,Sword,10,Aurelius Ellis,Leather Boots
Titus Arundel,Sword,5,Lucian Langford,Leather Boots
Rowan Fitzwilliam,Leather Boots,11,Lancelot Carlton,Sword
Titus Ellis,Sword,16,Tiberius Chadwick,Shield
Euphemia Channing,Sword,18,Constantine Bramblecroft,Leather Boots
Guinevere Last Name,Leather Boots,18,Cressida Mortimer,Shield
Euphemia Kingsley,Shield,26,Isadora Clayton,Sword
Guinevere Blackwood,Shield,4,Gaius Huntington,Leather Boots
Cornelius Pendleton,Leather Boots,7,Aurelie Bellingham,Shield
Seraphina Hampton,Sword,1,Isolde Drake,Shield
Lavinia Holloway,Sword,11,Elara Blackwood,Shield
Aurelia Davenport,Sword,1,Rowena Monroe,Shield
Rosalind Wentworth,Shield,6,Eloise Chatham,Sword
Caius Claybourne,Leather Boots,12,Isolde Carlyle,Shield
Caius Clayton,Leather Boots,25,Gawain Carleton,Shield
Rosamund Sinclair,Sword,11,Constantine Stratton,Shield
Hadrian Bellingham,Sword,7,Valerius Addington,Shield
Remus Bannister,Sword,4,Galen Langdon,Shield
Amara Mortimer,Shield,4,Althea Blackwell,Sword
Augustus Merrick,Sword,1,Rosamund Westbury,Shield
Evangeline Claybourne,Shield,2,Junia Thornton,Sword
Aurelie Marlowe,Shield,4,Aveline Hampton,Leather Boots
First Name Chatham,Leather Boots,6,Felix Monroe,Shield
Perseus Clayton,Shield,15,Aveline Sanderson,Sword
Maximus Huntington,Leather Boots,5,Cornelius Stanhope,Sword
Benedict Dunstable,Leather Boots,10,Lucius Bramblecroft,Sword
Leander Carleton,Shield,5,Perseus Fairfax,Sword
First Name Davenport,Shield,17,Quintus Huntington,Leather Boots
Remus Monroe,Shield,7,Aurelia Ellis,Leather Boots
Galen Langford,Sword,14,Lucius Donovan,Leather Boots
Ginevra Beaumont,Leather Boots,5,Hadrian Pendragon,Sword
Rosalind Witherspoon,Sword,8,Gwendolyn Chadwick,Shield
Gawain Witherspoon,Shield,7,Cassia Gresham,Leather Boots
Severus Clayton,Shield,5,Theron Bradford,Leather Boots
Cassian Channing,Shield,3,First Name Chamberlain,Leather Boots
Ginevra Ellis,Leather Boots,6,Hadrian Westcott,Sword
Titus Merrick,Sword,12,Lysandra Bannister,Leather Boots
Evangeline Wentworth,Shield,11,Ginevra Winslow,Sword
Morgana Chatham,Shield,8,Augustus Donovan,Leather Boots
Rosamund Fitzwilliam,Sword,3,Artemis Winchester,Leather Boots
Seraphina Ellis,Shield,1,Valerius Merrick,Leather Boots
Cedric Westbury,Leather Boots,19,Aurelia Windsor,Shield
Rowena Langdon,Leather Boots,14,Eloise Windsor,Shield
Artemis Bradbury,Sword,3,Artemis Hollingsworth,Leather Boots
Giselle Lancaster,Leather Boots,15,Giselle Fitzgerald,Sword
Percival Chamberlain,Shield,13,Isadora Langdon,Sword
Guinevere Farleigh,Shield,8,Ambrose Forrester,Leather Boots
Isolde Davenport,Sword,34,Briallen Bellingham,Shield
Isolde Chadwick,Shield,18,Amara Pembroke,Sword
Helena Wellford,Leather Boots,11,Hadrian Chadwick,Sword
Severus Westbury,Shield,3,Isadora Redmond,Sword
Artemis Monroe,Shield,3,Augustus Carlton,Sword
Aurelius Bradford,Sword,12,Augustus Sinclair,Shield
Seraphina Wentworth,Leather Boots,9,Isolde Hollingsworth,Sword
Rosamund Addington,Sword,7,Leon Fairchild,Shield
Lucius Forrester,Sword,21,Corin Hawthorne,Shield
Arabella Fitzwilliam,Leather Boots,1,Leander Winslow,Shield
Constantine Standish,Leather Boots,4,Valerius Fairchild,Shield
Junia Stratton,Sword,3,Guinevere Bradbury,Shield
Helena Ellis,Sword,3,Remus Addington,Leather Boots
Cordelia Covington,Leather Boots,17,Leocadia Harrow,Shield
Lucius Faraday,Shield,1,Ariadne Stratford,Sword
Leander Cromwell,Sword,4,Lyra Bellingham,Shield
Eleanor Drake,Shield,4,Cyprian Bannister,Leather Boots
Remus Fitzgerald,Shield,1,Cyprian Montgomery,Sword
Isolde Stratford,Shield,21,Cordelia Chaucer,Leather Boots
Lucius Langford,Shield,5,Aurelian Harper,Sword
Gawain Clifford,Shield,7,Valerius Chaucer,Sword
Leander Donovan,Leather Boots,2,Leander Chamberlain,Sword
Carl Blackwood,Leather Boots,1,Thaddeus Monroe,Sword
Cassius Wellington,Shield,1,Percival Pembroke,Sword
Orlando Blackwell,Shield,22,Morgana Devereux,Sword
Titus Bellingham,Leather Boots,9,Eleanor Ellis,Sword
Cordelia Wellington,Leather Boots,10,Cressida Winchester,Sword
Leander Pembroke,Leather Boots,7,Briallen Bradbury,Sword
Seraphina Carlisle,Shield,14,Hadrian Wycliffe,Sword
Julius Beaumont,Leather Boots,28,Guinevere Wentworth,Sword
Seraphina Harper,Shield,1,Eloise Pendleton,Sword
Aurelia Hawthorne,Shield,14,Leon Beauchamp,Leather Boots
Quintus Merrick,Leather Boots,19,Artemis Devereux,Sword
Lucinda Witherspoon,Shield,5,Rowena Covington,Leather Boots
Eleanor Chamberlain,Leather Boots,10,Leon Forrester,Shield
Julius Sheffield,Sword,1,Aurelius Stanhope,Leather Boots
Marcellus Witherspoon,Shield,3,Theron Fitzwilliam,Leather Boots
Cressida Langdon,Sword,14,Isolde Sinclair,Leather Boots
Julius Last Name,Shield,8,Lucian Blackburn,Leather Boots
Elara Chadwick,Leather Boots,18,Quintus Windsor,Shield
Titania Winchester,Sword,1,Artemis Rutherford,Leather Boots
Aurelia Stanhope,Shield,4,Benedict Blackwell,Leather Boots
Morgana Davenport,Sword,2,Felix Carlyle,Leather Boots
Eloise Redcliffe,Shield,17,Hadrian Llewellyn,Sword
Cassius Sheffield,Sword,16,Lucius Pendragon,Shield
Perseus Westminster,Leather Boots,8,Gawain Drake,Shield
Isolde Marlowe,Shield,7,Isolde Rutherford,Sword
Rowan Harper,Sword,12,Cyprian Channing,Leather Boots
Arabella Chatham,Leather Boots,2,Daphne Faraday,Sword
Corbin Ellis,Sword,9,Rosamund Stratton,Shield
Cassius Dunstable,Leather Boots,4,Percival Langford,Sword
Cassian Forrester,Leather Boots,2,Guinevere Witherspoon,Sword
Orlando Meriwether,Leather Boots,10,Elara Somerset,Sword
Cassia Whitfield,Leather Boots,3,Galen Stratton,Shield
Ariadne Ellis,Leather Boots,5,Guinevere Chamberlain,Shield
Lucinda Hollingsworth,Shield,9,Aurelius Winslow,Sword
Elaine Chatham,Shield,20,Guinevere Beaumont,Sword
Cordelia Redcliffe,Leather Boots,7,First Name Chadwell,Sword
Aurelian Pembroke,Sword,12,Leander Hartley,Leather Boots
Rowena Langford,Sword,11,Cordelia Chatham,Leather Boots
Valentin Chadwell,Sword,4,Titania Stratford,Shield
Cassia Pembroke,Leather Boots,16,Hadrian Hartley,Sword
Maximus Witherspoon,Shield,1,Corbin Ashbourne,Sword
Evangeline Dunstable,Shield,2,Lancelot Bannister,Leather Boots
Ginevra Merrick,Shield,11,Helena Bramblecroft,Leather Boots
Lancelot Chadwell,Leather Boots,1,Seraphina Hartley,Shield
Leon Pendragon,Sword,8,Morgana Whitfield,Shield
Clementine Chamberlain,Leather Boots,22,Aveline Rutherford,Shield
Ariadne Chatham,Sword,12,Leander Chadwell,Shield
Amara Pendleton,Shield,11,Elara Pembroke,Leather Boots
Eloise Windsor,Sword,9,Beatrice Hampton,Shield
Ginevra Fitzwilliam,Sword,8,Cordelia Whitmore,Leather Boots
Daphne Thornton,Leather Boots,14,Cassian Hazelmere,Shield
Titania Redcliffe,Sword,10,Lucius Monroe,Shield
Elaine Chadwick,Shield,11,Severus Forrester,Leather Boots
Rosalind Carleton,Sword,18,Titania Huntington,Shield
Aveline Faraday,Leather Boots,4,Aurelia Ellis,Shield
Aurelia Harrington,Shield,15,Ginevra Carlisle,Sword
Lucius Pembroke,Sword,6,Marcus Fitzwilliam,Shield
Aveline Redmond,Sword,17,Felix Bradford,Shield
Corin Redcliffe,Leather Boots,13,Gawain Marston,Shield
Giselle Fairchild,Leather Boots,16,Septimus Thornton,Sword
Evangeline Faraday,Leather Boots,6,Rosalind Bramblecroft,Sword
Caius Cromwell,Leather Boots,7,Seraphina Westcott,Shield
Valerius Hartley,Leather Boots,12,Daphne Sanderson,Sword
Rowan Fairfax,Sword,12,Leon Farleigh,Shield
Ariadne Fairchild,Sword,12,Cedric Dunstable,Leather Boots
Lyra Last Name,Shield,26,Rowena Harrow,Leather Boots
Ariadne Carlisle,Leather Boots,17,Lucinda Faraday,Shield
Rosamund Hartley,Shield,11,Cyprian Fairfax,Leather Boots
Gawain Chatham,Leather Boots,5,Orlando Carleton,Shield
Artemis Whitmore,Shield,10,Rowena Langley,Sword
Guinevere Clayton,Shield,9,Guinevere Withers,Sword
Lysandra Marlowe,Shield,7,Eloise Witherspoon,Leather Boots
Thaddeus Bramblecroft,Sword,10,Corin Witherspoon,Leather Boots
Marcus Holloway,Shield,17,Leocadia Westminster,Sword
Rowan Thornton,Sword,9,Lyra Fairfax,Leather Boots
Cordelia Addington,Leather Boots,14,Augustus Langdon,Shield
Evangeline Whitmore,Leather Boots,23,Galen Holloway,Sword
Marcellus Rutherford,Shield,11,Augustus Sheffield,Leather Boots
Artemis Monroe,Sword,3,Quintus Meriwether,Shield
Elara Chadwell,Sword,10,Seraphina Marlowe,Shield
Lyra Harper,Shield,10,Gaius Chamberlain,Leather Boots
Marcus Monroe,Sword,3,Cyprian Chamberlain,Shield
Corbin Wycliffe,Sword,5,Eleanor Monroe,Shield
Cedric Kingsley,Leather Boots,8,Guinevere Blackwell,Sword
Percival Fairchild,Leather Boots,5,Isolde Stratton,Shield
Althea Langford,Leather Boots,2,Beatrice Blackwood,Sword
Rosalind Sanderson,Shield,4,Lucius Blackwell,Leather Boots
Cassius Blackwell,Leather Boots,3,Benedict Monroe,Shield
Isolde Hartley,Leather Boots,3,Euphemia Claybourne,Shield
Cordelia Whitfield,Shield,17,Evangeline Wellington,Sword
Helena Channing,Shield,22,Aurelius Rutherford,Sword
Cressida Fitzgerald,Sword,27,Quintus Stratton,Leather Boots
Leocadia Fitzgerald,Sword,25,Lysander Bradford,Shield
Elaine Thornton,Sword,1,Perseus Last Name,Leather Boots
Amara Channing,Sword,2,Aurelian Pembroke,Shield
Beatrice Fairchild,Leather Boots,13,Quintus Kingsley,Shield
Helena Bannister,Leather Boots,27,Thaddeus Chamberlain,Sword
Hadrian Redmond,Leather Boots,12,Titus Carleton,Shield
Gawain Langley,Leather Boots,7,Septimus Langley,Sword
Maximus Clayton,Leather Boots,16,Hadrian Somerset,Sword
Valentin Westbury,Shield,5,Helena Thornton,Sword
Morgana Carlton,Sword,5,Benedict Winthrop,Shield
Lancelot Dunstable,Leather Boots,1,Arabella Claybourne,Shield
Septimus Blackwell,Shield,9,Thaddeus Bannister,Leather Boots
First Name Farleigh,Sword,7,Augustus Mortimer,Leather Boots
Cressida Drake,Leather Boots,1,Carl Carleton,Shield
Morgana Claybourne,Shield,8,Clementine Gresham,Sword
Cyprian Bellingham,Leather Boots,7,Cassian Barlow,Sword
Euphemia Faraday,Leather Boots,5,Octavian Westbury,Sword
Lucian Fairchild,Leather Boots,9,Leocadia Pendragon,Shield
Artemis Bellingham,Leather Boots,3,Ginevra Thornton,Sword
Rosamund Monroe,Leather Boots,3,Arabella Carlisle,Sword
Briallen Sanderson,Leather Boots,8,Aurelia Standish,Sword
Ariadne Bradbury,Leather Boots,11,Amara Manning,Shield
Cassius Beaumont,Sword,12,Elowen Arundel,Shield
Titus Westcott,Sword,15,Amara Harper,Shield
Augustus Redmond,Sword,18,Constantine Channing,Shield
Lyra Carlton,Leather Boots,12,Rowan Hazelmere,Sword
Cordelia Wentworth,Leather Boots,13,Lucian Meriwether,Sword
Valentin Forrester,Leather Boots,6,Ginevra Merrick,Shield
Ginevra Harper,Sword,16,Theron Davenport,Shield
Guinevere Davenport,Sword,7,Helena Beauchamp,Shield
Ginevra Standish,Shield,16,Gaius Monroe,Sword
Septimus Clifford,Sword,6,Daphne Winslow,Shield
Lucinda Wellford,Shield,6,Marcus Pendragon,Sword
Isolde Monroe,Leather Boots,3,Guinevere Sanderson,Sword
Seraphina Dunstable,Leather Boots,16,Octavius Huntington,Shield
